Sr.,Year,Institute,Program,Duration,Degree,Category,Pool,Opening,Closing
2313,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,GEN,Gender-Neutral,10811,12824
2314,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,GEN,Female-Only,20764,22613
2315,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1786,2025
2316,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3449,3508
2317,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3974,4606
2318,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6713,9199
2319,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,SC,Gender-Neutral,2143,2759
2320,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,SC,Female-Only,3407,3608
2321,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,ST,Gender-Neutral,964,1234
2322,2022,IIT-(BHU) Varanasi,Mining Engineering,4 Years,B.Tech,ST,Female-Only,98 - P,194 - P
2323,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,12535,14632
2324,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,22657,23258
2325,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2176,2320
2326,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4778,5073
2327,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2803,2918
2328,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3968,3968
2329,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1274,1274
2330,2022,IIT-(BHU) Varanasi,Mining Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,137 - P,137 - P
2331,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,GEN,Gender-Neutral,10581,14311
2332,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,GEN,Female-Only,19373,21754
2333,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,GEN-EWS,Gender-Neutral,2087,2339
2334,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,GEN-EWS,Female-Only,3551,3651
2335,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4703,5160
2336,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,OBC-NCL,Female-Only,8958,9159
2337,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,SC,Gender-Neutral,2452,2916
2338,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,SC,Female-Only,3792,3929
2339,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,ST,Gender-Neutral,1344,1492
2340,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,ST,Female-Only,352 - P,352 - P
2341,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,14262,15463
2342,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,21957,22526
2343,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,1291,1291
2344,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2237,2267
2345,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,5070,5366
2346,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2799,2854
2347,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,4016,4016
2348,2022,IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1318,1495
2349,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,GEN,Gender-Neutral,8150,10112
2350,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,GEN,Female-Only,13534,15770
2351,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,SC,Female-Only,3026,3334
2352,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,ST,Gender-Neutral,872,1184
2353,2022,IIT-(BHU) Varanasi,Metallurgical Engineering,4 Years,B.Tech,ST,Female-Only,1547,4
2354,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,OBC-NCL,Female-Only,7546,7974
2355,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,SC,Gender-Neutral,2031,2353
2356,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,SC,Female-Only,3168,3424
2357,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,ST,Gender-Neutral,1111,1237
2358,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,ST,Female-Only,1428,1428
2359,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,5117,6144
2360,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,GEN,Female-Only,10694,12319
2361,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,41 - P,41 - P
2362,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,962,1155
2363,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1795,2189
2364,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2084,2488
2365,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5521,5951
2366,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1268,1573
2367,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,2135,2442
2368,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,642,865
2369,2022,IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,ST,Female-Only,1200,1248
2370,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,GEN,Gender-Neutral,6544,8099
2371,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,GEN,Female-Only,12386,14113
2372,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1141,1234
2373,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,GEN-EWS,Female-Only,2781,2781
2374,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2856,3473
2375,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,OBC-NCL,Female-Only,6080,6863
2376,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,SC,Gender-Neutral,1459,1900
2377,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,SC,Female-Only,2732,3030
2378,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,ST,Gender-Neutral,814,862
2379,2022,IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,ST,Female-Only,1352,1352
2380,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,GEN,Gender-Neutral,4944,7859
2381,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,128 - P,128 - P
2382,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1205,1362
2383,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2134,2631
2384,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2542,3065
2385,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6250,6587
2386,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,SC,Gender-Neutral,1427,1640
2387,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,SC,Female-Only,2526,2768
2388,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,ST,Gender-Neutral,516,619
2389,2022,IIT-Guwahati,Civil Engineering,4 Years,B.Tech,ST,Female-Only,683,700
2390,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,415,589
2391,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,1517,1762
2392,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,24,37
2393,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,80,103
2394,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,192,205
2395,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,214,298
2396,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,621,772
2397,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,12,12
2398,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Female-Only,55,55
2399,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,113,175
2400,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,365,599
2401,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1365,1567
2402,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,GEN-EWS,Female-Only,3011,3510
2403,2022,IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,GEN,Gender-Neutral,596,951
2404,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN,Female-Only,2168,2168
2405,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN-PWD,Female-Only,122,122
2406,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN-EWS,Gender-Neutral,116,123
2407,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN-EWS,Female-Only,451,451
2408,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,OBC-NCL,Gender-Neutral,332,470
2409,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,OBC-NCL,Female-Only,797,999
2410,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,30,30
2411,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,SC,Gender-Neutral,237,318
2412,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,SC,Female-Only,944,944
2413,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,ST,Gender-Neutral,134,137
2414,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1445,1711
2415,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,GEN,Female-Only,2906,4250
2416,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,84,84
2417,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,221,275
2418,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,611,670
2419,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,GEN-EWS-PWD,Gender-Neutral,18,18
2420,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,588,852
2421,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,1530,2016
2422,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,12 - P,12 - P
2423,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,OBC-NCL-PWD,Female-Only,64 - P,64 - P
2424,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,SC,Gender-Neutral,382,474
2425,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,SC,Female-Only,952,1028
2426,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,ST,Gender-Neutral,150,260
2427,2022,IIT-Guwahati,Electronics and Communication Engineering,4 Years,B.Tech,ST,Female-Only,478,478
2428,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1753,2387
2429,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,GEN,Female-Only,4257,5362
2430,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,322,430
2431,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,679,679
2432,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,874,1033
2433,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,2637,2913
2434,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,47 - P,47 - P
2435,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,SC,Gender-Neutral,501,592
2436,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,SC,Female-Only,1128,1150
2437,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,ST,Gender-Neutral,329,405
2438,2022,IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,ST,Female-Only,497,497
2439,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,GEN,Gender-Neutral,5261,6320
2440,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,GEN,Female-Only,11444,11990
2441,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1077,1092
2442,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2551,2949
2443,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6626,6626
2444,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,SC,Gender-Neutral,1450,1518
2445,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,SC,Female-Only,3088,3088
2446,2022,IIT-Guwahati,Energy Engineering,4 Years,B.Tech,ST,Gender-Neutral,940,940
2447,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,GEN,Gender-Neutral,3402,6192
2448,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,GEN,Female-Only,12112,13622
2449,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1171,1251
2450,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,GEN-EWS,Female-Only,2550,2550
2451,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,62,77
2452,2022,IIT-Guwahati,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,188,220
2453,2022,IIT-Guwahati,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN,Gender-Neutral,596,951
2454,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,SC,Female-Only,2367,3021
2455,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,ST,Gender-Neutral,815,1101
2456,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,ST,Female-Only,1536,1536
2457,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,GEN,Gender-Neutral,665,1061
2458,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,GEN,Female-Only,2259,2617
2459,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,GEN-PWD,Gender-Neutral,147,147
2460,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,GEN-EWS,Gender-Neutral,157,201
2461,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,GEN-EWS,Female-Only,479,586
2462,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,OBC-NCL,Gender-Neutral,339,497
2463,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,OBC-NCL,Female-Only,1002,1299
2464,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,56,56
2465,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,SC,Gender-Neutral,207,444
2466,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,SC,Female-Only,776,899
2467,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,ST,Gender-Neutral,91,149
2468,2022,IIT-Guwahati,Mathematics and Computing,4 Years,B.Tech,ST,Female-Only,314,314
2469,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,3478,5088
2470,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,9763,12511
2471,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,771,912
2472,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1887,2322
2473,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1574,2161
2474,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4829,5547
2475,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,900,1139
2476,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,2310,2431
2477,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,305,604
2478,2022,IIT-Guwahati,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,930,1064
2479,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,3952,5172
2480,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,6750,8990
2481,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,148,148
2482,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,727,815
2483,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1863,1863
2484,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1094,1967
2485,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,3333,4029
2486,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,3 - P,3 - P
2487,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,901,1183
2488,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,1618,1658
2489,2022,IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,496,542
2490,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN,Gender-Neutral,3989,5744
2491,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN,Female-Only,9505,9505
2492,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN-EWS,Gender-Neutral,839,899
2493,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN-EWS,Female-Only,1632,1632
2494,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2017,2145
2495,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,346,365
2496,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,OBC-NCL,Female-Only,4363,4363
2497,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,SC,Gender-Neutral,1187,1241
2498,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,ST,Gender-Neutral,594,599
2499,2022,IIT-Bhilai,Data Science and Artificial Intelligence,4 Years,B.Tech,ST,Female-Only,917,917
2500,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,8532,11011
2501,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2666,3284
2502,2022,IIT-Guwahati,Engineering Physics,4 Years,B.Tech,OBC-NCL,Female-Only,6875,7143
2503,2022,IIT-Guwahati,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2492,2492
2504,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3373,4044
2505,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5974,6498
2506,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1668,2044
2507,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,SC,Female-Only,2509,2745
2508,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,ST,Gender-Neutral,799,1021
2509,2022,IIT-Bhilai,Electrical Engineering,4 Years,B.Tech,ST,Female-Only,1152,1152
2510,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,10273,14425
2511,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,19979,22181
2512,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,2011,2111
2513,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3670,3670
2514,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4225,4913
2515,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,7914,8825
2516,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,2186,2449
2517,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,3443,3443
2518,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,1082,1116
2519,2022,IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,1549,1549
2520,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,GEN,Gender-Neutral,6874,10333
2521,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,GEN,Female-Only,19165,22429
2522,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1537,1537
2523,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4104,5025
2524,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,8750,8750
2525,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,SC,Gender-Neutral,2082,2111
2526,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,SC,Female-Only,3490,3490
2527,2022,IIT-Bhilai,Mechatronics Engineering,4 Years,B.Tech,ST,Gender-Neutral,1230,1271
2528,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,2538,3839
2529,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,5398,5868
2530,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,136,136
2531,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,460,519
2532,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1912,1912
2533,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1083,1443
2534,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,3713,3814
2535,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,641,741
2536,2022,IIT-Goa,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,783,783
2537,2022,IIT-Goa,Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,3269,8630
2538,2022,IIT-Goa,Electrical Engineering,4 Years,B.Tech,GEN,Female-Only,12137,13758
2539,2022,IIT-Goa,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1355,1466
2540,2022,IIT-Goa,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2305,2305
2541,2022,IIT-Goa,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2789,3378
2542,2022,IIT-Goa,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5879,6130
